"Timestamp","Username","Total score","Document","Document [Score]","Document [Feedback]","Token","Token [Score]","Token [Feedback]","Guessed name","Guessed name [Score]","Guessed name [Feedback]","Guessed characteristics","Guessed characteristics [Score]","Guessed characteristics [Feedback]"
"2019/06/23 12:04:48 am EET","student1","0.00 / 2","student1-2019-03-14-question-030.html","-- / 0","","_FEEF_","-- / 0","","NA","-- / 1","","person","-- / 1",""
"2019/06/23 12:06:29 am EET","student1","0.00 / 2","student1-2019-03-14-question-144.html","-- / 0","","_SOO83_","-- / 0","","NA","-- / 1","","business organization","-- / 1",""
"2019/06/23 12:07:20 am EET","student1","0.00 / 2","student1-2019-03-14-question-247.html","-- / 0","","_KES93_ _GOO_","-- / 0","","NA","-- / 1","","location","-- / 1",""
"2019/06/23 12:08:48 am EET","student1","0.00 / 2","student1-2019-03-14-question-034.html","-- / 0","","_SHIEC_","-- / 0","","NA","-- / 1","","city","-- / 1",""
"2019/06/23 12:12:29 am EET","student1","0.00 / 2","student1-2019-03-14-question-017.html","-- / 0","","_PHEER59_ _HEX_","-- / 0","","NA","-- / 1","","female celebrity","-- / 1",""
"2019/06/23 12:14:01 am EET","student1","0.00 / 2","student1-2019-03-14-question-230.html","-- / 0","","_PHEAM_ _KE_","-- / 0","","NA","-- / 1","","location","-- / 1",""
"2019/06/23 12:49:40 am EET","student1","0.00 / 2","student1-2019-03-14-question-082.html","-- / 0","","_KE85_","-- / 0","","NA","-- / 1","","country","-- / 1",""
"2019/06/23 12:52:21 am EET","student1","0.00 / 2","student1-2019-03-14-question-254.html","-- / 0","","_HA_ _SHY_","-- / 0","","NA","-- / 1","","ex-FBI director","-- / 1",""
"2019/06/23 9:00:43 am EET","student1","0.00 / 2","student1-2019-03-14-question-073.html","-- / 0","","_THUP_","-- / 0","","NA","-- / 1","","country","-- / 1",""
"2019/06/23 9:03:37 am EET","student1","0.00 / 2","student1-2019-03-14-question-147.html","-- / 0","","_SI93_","-- / 0","","NA","-- / 1","","NA","-- / 1",""
"2019/06/23 9:05:09 am EET","student1","0.00 / 2","student1-2019-03-14-question-247.html","-- / 0","","_ZO53_ _GOO_","-- / 0","","NA","-- / 1","","area","-- / 1",""
"2019/06/23 9:07:00 am EET","student1","0.00 / 2","student1-2019-03-14-question-186.html","-- / 0","","_MEE_","-- / 0","","NA","-- / 1","","religious leader","-- / 1",""
"2019/06/23 9:21:49 am EET","student1","0.00 / 2","student1-2019-03-14-question-038.html","-- / 0","","_PHOX25_ _CEE_","-- / 0","","NA","-- / 1","","organization","-- / 1",""
"2019/06/23 9:25:01 am EET","student1","0.00 / 2","student1-2019-03-14-question-077.html","-- / 0","","_DIM68_","-- / 0","","NA","-- / 1","","location","-- / 1",""
"2019/06/23 9:31:45 am EET","student1","0.00 / 2","student1-2019-03-14-question-226.html","-- / 0","","_TROOK27_","-- / 0","","God","-- / 1","","","-- / 1",""
"2019/06/23 9:38:00 am EET","student1","0.00 / 2","student1-2019-03-14-question-077.html","-- / 0","","_SEEK_","-- / 0","","NA","-- / 1","","NA","-- / 1",""
